latitude,Longitude,accuracy,Date,Time
39.984702,116.318417,24,23-10-2008,02:53:04
39.984683,116.31845,12,23-10-2008,02:53:10
39.984686,116.318417,4,23-10-2008,02:53:15
39.984688,116.318385,4,23-10-2008,02:53:20
39.984655,116.318263,4,23-10-2008,02:53:25
39.984611,116.318026,4,23-10-2008,02:53:30
39.984608,116.317761,4,23-10-2008,02:53:35
39.984563,116.317517,4,23-10-2008,02:53:40
39.984539,116.317294,4,23-10-2008,02:53:45
39.984606,116.317065,4,23-10-2008,02:53:50
39.984568,116.316911,4,23-10-2008,02:53:55
39.984586,116.316716,4,23-10-2008,02:54:00
39.984561,116.316527,4,23-10-2008,02:54:05
39.984536,116.316354,4,23-10-2008,02:54:10
39.984523,116.316188,4,23-10-2008,02:54:15
39.984516,116.315963,4,23-10-2008,02:54:20
39.984523,116.315823,4,23-10-2008,02:54:25
39.984574,116.315611,4,23-10-2008,02:54:30
39.984568,116.315407,4,23-10-2008,02:54:35
39.984538,116.315148,4,23-10-2008,02:54:40
39.984501,116.314907,4,23-10-2008,02:54:45
39.984532,116.314808,4,23-10-2008,02:54:50
39.984504,116.314625,4,23-10-2008,02:54:55
39.984485,116.314426,4,23-10-2008,02:55:00
39.984427,116.31424,4,23-10-2008,02:55:05
39.984485,116.314042,4,23-10-2008,02:55:10
39.98448,116.313818,4,23-10-2008,02:55:15
39.984501,116.313659,4,23-10-2008,02:55:20
39.984618,116.314323,4,23-10-2008,02:55:25
39.984649,116.314107,4,23-10-2008,02:55:30
39.984621,116.313941,4,23-10-2008,02:55:35
39.984655,116.313724,4,23-10-2008,02:55:40
39.984681,116.313521,4,23-10-2008,02:55:45
39.984708,116.313311,4,23-10-2008,02:55:50
39.984708,116.313099,4,23-10-2008,02:55:55
39.984696,116.312921,4,23-10-2008,02:56:00
39.984677,116.312746,4,23-10-2008,02:56:05
39.984682,116.312525,4,23-10-2008,02:56:10
39.984649,116.312332,4,23-10-2008,02:56:15
39.984641,116.312123,4,23-10-2008,02:56:20
39.984647,116.311917,4,23-10-2008,02:56:25
39.984654,116.31172,4,23-10-2008,02:56:30
39.984631,116.311569,4,23-10-2008,02:56:35
39.984647,116.31138,4,23-10-2008,02:56:40
39.984653,116.311189,4,23-10-2008,02:56:45
39.984628,116.311026,4,23-10-2008,02:56:50
39.984652,116.310854,4,23-10-2008,02:56:55
39.984656,116.31066,4,23-10-2008,02:57:00
39.984616,116.310534,4,23-10-2008,02:57:05
39.984676,116.31033,4,23-10-2008,02:57:10
39.984698,116.310063,4,23-10-2008,02:57:15
39.984696,116.309937,4,23-10-2008,02:57:20
39.984663,116.309851,4,23-10-2008,02:57:25
39.984598,116.309749,4,23-10-2008,02:57:30
39.98454,116.309656,4,23-10-2008,02:57:35
39.984525,116.309503,4,23-10-2008,02:57:40
39.984498,116.309348,4,23-10-2008,02:57:45
39.984481,116.309173,4,23-10-2008,02:57:50
39.984489,116.308993,4,23-10-2008,02:57:55
39.98447,116.308827,4,23-10-2008,02:58:00
39.98449,116.308638,4,23-10-2008,02:58:05
39.98449,116.308485,4,23-10-2008,02:58:10
39.984494,116.308351,4,23-10-2008,02:58:15
39.984499,116.308201,4,23-10-2008,02:58:20
39.984484,116.308049,4,23-10-2008,02:58:25
39.984491,116.307902,4,23-10-2008,02:58:30
39.984499,116.307809,4,23-10-2008,02:58:35
39.984472,116.307687,4,23-10-2008,02:58:40
39.984493,116.307548,4,23-10-2008,02:58:45
39.984488,116.307434,4,23-10-2008,02:58:50
39.984427,116.307292,4,23-10-2008,02:58:55
39.984428,116.307126,4,23-10-2008,02:59:00
39.984432,116.306943,4,23-10-2008,02:59:05
39.984425,116.306801,4,23-10-2008,02:59:10
39.984438,116.306633,4,23-10-2008,02:59:15
39.984462,116.306486,4,23-10-2008,02:59:20
39.984466,116.3063,4,23-10-2008,02:59:25
39.984456,116.306047,4,23-10-2008,02:59:30
39.984454,116.305854,4,23-10-2008,02:59:35
39.984412,116.305682,4,23-10-2008,02:59:40
39.98441,116.305466,4,23-10-2008,02:59:45
39.984406,116.305281,4,23-10-2008,02:59:50
39.984393,116.305023,4,23-10-2008,02:59:55
39.984356,116.304909,4,23-10-2008,03:00:00
39.984352,116.304704,4,23-10-2008,03:00:05
39.984338,116.304543,4,23-10-2008,03:00:10
39.984338,116.304315,4,23-10-2008,03:00:15
39.984349,116.304083,4,23-10-2008,03:00:20
39.984368,116.303934,4,23-10-2008,03:00:25
39.984437,116.303813,4,23-10-2008,03:00:30
39.984429,116.303672,4,23-10-2008,03:00:35
39.984342,116.303444,4,23-10-2008,03:00:40
39.984365,116.303298,4,23-10-2008,03:00:45
39.984368,116.303132,4,23-10-2008,03:00:50
39.984385,116.30292,4,23-10-2008,03:00:55
39.98438,116.302754,4,23-10-2008,03:01:00
39.984346,116.302601,4,23-10-2008,03:01:05
39.984303,116.302457,4,23-10-2008,03:01:10
39.984344,116.302271,4,23-10-2008,03:01:15
39.984341,116.302094,4,23-10-2008,03:01:20
39.984359,116.301888,4,23-10-2008,03:01:25
39.984379,116.301693,4,23-10-2008,03:01:30
39.984345,116.3015,4,23-10-2008,03:01:35
39.984345,116.301309,4,23-10-2008,03:01:40
39.984338,116.301107,4,23-10-2008,03:01:45
39.984344,116.300877,4,23-10-2008,03:01:50
39.984278,116.300674,4,23-10-2008,03:01:55
39.984276,116.300462,4,23-10-2008,03:02:00
39.984278,116.300307,4,23-10-2008,03:02:05
39.984252,116.300156,4,23-10-2008,03:02:10
39.984288,116.299943,4,23-10-2008,03:02:15
39.984283,116.29981,4,23-10-2008,03:02:20
39.984335,116.299744,4,23-10-2008,03:02:25
39.984312,116.299703,4,23-10-2008,03:02:30
39.984177,116.299699,4,23-10-2008,03:02:35
39.98414,116.299697,4,23-10-2008,03:02:40
39.984204,116.299721,4,23-10-2008,03:02:45
39.984258,116.299736,4,23-10-2008,03:02:50
39.984031,116.299573,4,23-10-2008,03:02:55
39.98379,116.299578,4,23-10-2008,03:03:00
39.983726,116.299566,4,23-10-2008,03:03:05
39.983692,116.299496,4,23-10-2008,03:03:10
39.983685,116.299476,4,23-10-2008,03:03:15
39.983639,116.299425,4,23-10-2008,03:03:20
39.983629,116.299353,4,23-10-2008,03:03:25
39.983641,116.299279,4,23-10-2008,03:03:30
39.983557,116.299235,4,23-10-2008,03:03:35
39.983509,116.299238,4,23-10-2008,03:03:40
39.983413,116.299267,4,23-10-2008,03:03:45
39.983353,116.299305,4,23-10-2008,03:03:50
39.983337,116.299321,4,23-10-2008,03:03:55
39.9833,116.299314,4,23-10-2008,03:04:00
39.9833,116.299314,4,23-10-2008,03:04:03
39.983304,116.299307,4,23-10-2008,03:04:05
39.983279,116.299311,4,23-10-2008,03:04:10
39.983302,116.299302,4,23-10-2008,03:04:15
39.983276,116.299265,4,23-10-2008,03:04:20
39.983322,116.299191,4,23-10-2008,03:04:25
39.983403,116.299147,4,23-10-2008,03:04:30
39.983548,116.299083,4,23-10-2008,03:04:35
39.983675,116.299031,4,23-10-2008,03:04:40
39.983663,116.298932,4,23-10-2008,03:04:45
39.983533,116.298903,4,23-10-2008,03:04:50
39.98359,116.298869,4,23-10-2008,03:04:55
39.983723,116.298825,4,23-10-2008,03:05:00
39.983902,116.298773,4,23-10-2008,03:05:05
39.984045,116.298725,4,23-10-2008,03:05:10
39.984019,116.298663,4,23-10-2008,03:05:15
39.995777,116.286798,4,23-10-2008,04:08:07
39.996832,116.285446,4,23-10-2008,04:08:12
39.984397,116.299292,4,23-10-2008,04:08:42
39.984426,116.299329,4,23-10-2008,04:08:47
39.984499,116.299413,4,23-10-2008,04:08:52
39.984424,116.299467,4,23-10-2008,04:08:57
39.98441,116.299477,4,23-10-2008,04:09:02
39.984421,116.299569,4,23-10-2008,04:09:07
39.984518,116.29953,4,23-10-2008,04:09:12
39.984488,116.299645,4,23-10-2008,04:09:17
39.98454,116.299523,4,23-10-2008,04:09:22
39.98446,116.299528,4,23-10-2008,04:09:27
39.984463,116.299508,4,23-10-2008,04:09:32
39.984501,116.299473,4,23-10-2008,04:09:37
39.984532,116.299451,4,23-10-2008,04:09:42
39.984532,116.299451,4,23-10-2008,04:09:45
39.984527,116.299451,4,23-10-2008,04:09:47
39.984517,116.299447,4,23-10-2008,04:09:52
39.984509,116.299438,4,23-10-2008,04:09:57
39.984497,116.299411,4,23-10-2008,04:10:02
39.984499,116.299405,4,23-10-2008,04:10:07
39.984498,116.299407,4,23-10-2008,04:10:12
39.984498,116.299407,4,23-10-2008,04:10:15
39.984493,116.299412,6,23-10-2008,04:10:17
39.984498,116.299466,4,23-10-2008,04:10:22
39.984546,116.29941,4,23-10-2008,04:10:27
39.984638,116.299318,4,23-10-2008,04:10:32
39.98473,116.299315,4,23-10-2008,04:10:37
39.984753,116.299305,4,23-10-2008,04:10:42
39.984789,116.299297,4,23-10-2008,04:10:47
39.984795,116.299391,4,23-10-2008,04:10:52
39.984778,116.299504,4,23-10-2008,04:10:57
39.984743,116.299617,4,23-10-2008,04:11:02
39.984671,116.299625,4,23-10-2008,04:11:07
39.984694,116.299536,4,23-10-2008,04:11:12
39.984733,116.29952,4,23-10-2008,04:11:17
39.983841,116.299902,4,23-10-2008,04:11:22
39.983861,116.300177,4,23-10-2008,04:11:27
39.983842,116.300329,4,23-10-2008,04:11:32
39.983984,116.300308,4,23-10-2008,04:11:37
39.984126,116.300188,4,23-10-2008,04:11:42
39.984246,116.300058,4,23-10-2008,04:11:47
39.984373,116.300019,4,23-10-2008,04:11:52
39.984533,116.300043,6,23-10-2008,04:11:57
39.984723,116.300058,6,23-10-2008,04:12:02
39.984789,116.300151,4,23-10-2008,04:12:07
39.984837,116.300216,4,23-10-2008,04:12:12
39.984859,116.300332,4,23-10-2008,04:12:17
39.984888,116.300514,4,23-10-2008,04:12:22
39.984896,116.300689,4,23-10-2008,04:12:27
39.984905,116.300885,4,23-10-2008,04:12:32
39.984911,116.301049,4,23-10-2008,04:12:37
39.984925,116.301221,4,23-10-2008,04:12:42
39.98493,116.301391,4,23-10-2008,04:12:47
39.984938,116.301568,4,23-10-2008,04:12:52
39.984948,116.301741,4,23-10-2008,04:12:57
39.984945,116.301915,4,23-10-2008,04:13:02
39.984953,116.302055,4,23-10-2008,04:13:07
39.984953,116.302264,4,23-10-2008,04:13:12
39.98496,116.302488,4,23-10-2008,04:13:17
39.984973,116.302679,4,23-10-2008,04:13:22
39.984983,116.30286,4,23-10-2008,04:13:27
39.985009,116.303037,6,23-10-2008,04:13:32
39.985043,116.303258,6,23-10-2008,04:13:37
39.98503,116.303496,4,23-10-2008,04:13:42
39.985039,116.303685,4,23-10-2008,04:13:47
39.985028,116.303884,4,23-10-2008,04:13:52
39.984993,116.304067,6,23-10-2008,04:13:57
39.985027,116.304163,6,23-10-2008,04:14:02
39.985038,116.30426,4,23-10-2008,04:14:07
39.985042,116.304459,4,23-10-2008,04:14:12
39.985029,116.304647,4,23-10-2008,04:14:17
39.985023,116.304811,4,23-10-2008,04:14:22
39.985031,116.304927,4,23-10-2008,04:14:27
39.985082,116.305192,4,23-10-2008,04:14:32
39.985105,116.305348,4,23-10-2008,04:14:37
39.985132,116.305499,4,23-10-2008,04:14:42
39.985169,116.305649,4,23-10-2008,04:14:47
39.985135,116.305834,4,23-10-2008,04:14:52
39.985146,116.305984,4,23-10-2008,04:14:57
39.985131,116.306178,4,23-10-2008,04:15:02
39.985127,116.306363,4,23-10-2008,04:15:07
39.985135,116.306531,4,23-10-2008,04:15:12
39.985157,116.306711,4,23-10-2008,04:15:17
39.98517,116.306893,4,23-10-2008,04:15:22
39.985154,116.307092,4,23-10-2008,04:15:27
39.985184,116.307341,4,23-10-2008,04:15:32
39.98521,116.30751,4,23-10-2008,04:15:37
39.985231,116.307633,4,23-10-2008,04:15:42
39.98526,116.307735,4,23-10-2008,04:15:47
39.98524,116.307933,4,23-10-2008,04:15:52
39.985225,116.308133,4,23-10-2008,04:15:57
39.985256,116.308313,4,23-10-2008,04:16:02
39.985218,116.308579,4,23-10-2008,04:16:07
39.985201,116.308774,4,23-10-2008,04:16:12
39.985203,116.30898,6,23-10-2008,04:16:17
39.985221,116.309152,6,23-10-2008,04:16:22
39.985194,116.30931,6,23-10-2008,04:16:27
39.985161,116.309494,6,23-10-2008,04:16:32
39.98519,116.309701,4,23-10-2008,04:16:37
39.985202,116.309888,4,23-10-2008,04:16:42
39.985282,116.30998,4,23-10-2008,04:16:47
39.985443,116.30998,4,23-10-2008,04:16:52
39.985579,116.309969,4,23-10-2008,04:16:57
39.985721,116.309961,4,23-10-2008,04:17:02
39.98584,116.309941,4,23-10-2008,04:17:07
39.98595,116.309978,4,23-10-2008,04:17:12
39.986051,116.310034,6,23-10-2008,04:17:17
39.986174,116.310025,6,23-10-2008,04:17:22
39.986305,116.309956,6,23-10-2008,04:17:27
39.986461,116.309885,4,23-10-2008,04:17:32
39.986611,116.309862,6,23-10-2008,04:17:37
39.986697,116.309893,4,23-10-2008,04:17:42
39.986793,116.309956,4,23-10-2008,04:17:47
39.986929,116.309974,4,23-10-2008,04:17:52
39.987073,116.309987,4,23-10-2008,04:17:57
39.987211,116.310004,4,23-10-2008,04:18:02
39.987325,116.31007,4,23-10-2008,04:18:07
39.987458,116.310084,4,23-10-2008,04:18:12
39.987591,116.310088,4,23-10-2008,04:18:17
39.987747,116.310049,4,23-10-2008,04:18:22
39.987884,116.310027,4,23-10-2008,04:18:27
39.988008,116.310059,4,23-10-2008,04:18:32
39.988111,116.310052,4,23-10-2008,04:18:37
39.988293,116.309902,4,23-10-2008,04:18:42
39.988397,116.309931,4,23-10-2008,04:18:47
39.988553,116.309866,4,23-10-2008,04:18:52
39.988679,116.309824,6,23-10-2008,04:18:57
39.988772,116.309784,6,23-10-2008,04:19:02
39.988901,116.309793,4,23-10-2008,04:19:07
39.989029,116.309833,4,23-10-2008,04:19:12
39.989173,116.309866,4,23-10-2008,04:19:17
39.989287,116.309905,4,23-10-2008,04:19:22
39.989392,116.309949,4,23-10-2008,04:19:27
39.989519,116.310031,4,23-10-2008,04:19:32
39.989628,116.310049,4,23-10-2008,04:19:37
39.989762,116.310024,4,23-10-2008,04:19:42
39.989838,116.310098,4,23-10-2008,04:19:47
39.989981,116.310115,4,23-10-2008,04:19:52
39.990089,116.310169,4,23-10-2008,04:19:57
39.990219,116.310215,4,23-10-2008,04:20:02
39.990325,116.310258,6,23-10-2008,04:20:07
39.990406,116.310277,6,23-10-2008,04:20:12
39.99056,116.31019,4,23-10-2008,04:20:17
39.99065,116.310134,4,23-10-2008,04:20:22
39.990693,116.310114,4,23-10-2008,04:20:27
39.990696,116.310111,4,23-10-2008,04:20:32
39.990698,116.310105,4,23-10-2008,04:20:37
39.990698,116.310103,4,23-10-2008,04:20:42
39.990696,116.310101,4,23-10-2008,04:20:47
39.990695,116.310095,4,23-10-2008,04:20:52
39.990692,116.310092,4,23-10-2008,04:20:57
39.99069,116.31009,4,23-10-2008,04:21:02
39.990689,116.310088,4,23-10-2008,04:21:07
39.990689,116.310087,4,23-10-2008,04:21:12
39.990689,116.310087,4,23-10-2008,04:21:15
39.990696,116.31009,4,23-10-2008,04:21:17
39.990743,116.310066,4,23-10-2008,04:21:22
39.990793,116.310109,4,23-10-2008,04:21:27
39.990837,116.310205,4,23-10-2008,04:21:32
39.990873,116.310318,4,23-10-2008,04:21:37
39.990887,116.310479,4,23-10-2008,04:21:42
39.990874,116.310657,4,23-10-2008,04:21:47
39.990906,116.310827,4,23-10-2008,04:21:52
39.990921,116.310971,4,23-10-2008,04:21:57
39.990933,116.311149,4,23-10-2008,04:22:02
39.990969,116.311312,4,23-10-2008,04:22:07
39.990994,116.311507,4,23-10-2008,04:22:12
39.991014,116.311693,4,23-10-2008,04:22:17
39.99101,116.311915,4,23-10-2008,04:22:22
39.991033,116.312107,4,23-10-2008,04:22:27
39.991055,116.312282,4,23-10-2008,04:22:32
39.991058,116.312473,4,23-10-2008,04:22:37
39.991032,116.312666,4,23-10-2008,04:22:42
39.991024,116.312853,4,23-10-2008,04:22:47
39.991022,116.313047,6,23-10-2008,04:22:52
39.991018,116.313244,4,23-10-2008,04:22:57
39.991016,116.313469,4,23-10-2008,04:23:02
39.991035,116.313681,4,23-10-2008,04:23:07
39.991063,116.31384,4,23-10-2008,04:23:12
39.991072,116.31403,4,23-10-2008,04:23:17
39.991068,116.314209,4,23-10-2008,04:23:22
39.991095,116.314385,4,23-10-2008,04:23:27
39.991113,116.314596,4,23-10-2008,04:23:32
39.991128,116.314797,4,23-10-2008,04:23:37
39.991127,116.315003,4,23-10-2008,04:23:42
39.991148,116.315193,4,23-10-2008,04:23:47
39.991176,116.315342,4,23-10-2008,04:23:52
39.991215,116.315529,4,23-10-2008,04:23:57
39.991209,116.315643,4,23-10-2008,04:24:02
39.991191,116.31579,4,23-10-2008,04:24:07
39.991188,116.315958,4,23-10-2008,04:24:12
39.991189,116.316172,4,23-10-2008,04:24:17
39.991186,116.316381,4,23-10-2008,04:24:22
39.991194,116.316575,4,23-10-2008,04:24:27
39.991208,116.316756,4,23-10-2008,04:24:32
39.99122,116.316999,4,23-10-2008,04:24:37
39.991197,116.317235,4,23-10-2008,04:24:42
39.991183,116.317452,4,23-10-2008,04:24:47
39.991164,116.317661,4,23-10-2008,04:24:52
39.991187,116.317874,4,23-10-2008,04:24:57
39.991179,116.318083,4,23-10-2008,04:25:02
39.991132,116.318231,4,23-10-2008,04:25:07
39.991169,116.31848,4,23-10-2008,04:25:12
39.991183,116.318691,4,23-10-2008,04:25:17
39.991204,116.318904,4,23-10-2008,04:25:22
39.991201,116.319098,4,23-10-2008,04:25:27
39.991194,116.319315,4,23-10-2008,04:25:32
39.991187,116.31949,4,23-10-2008,04:25:37
39.991206,116.319683,4,23-10-2008,04:25:42
39.991239,116.319866,4,23-10-2008,04:25:47
39.991258,116.320062,4,23-10-2008,04:25:52
39.991282,116.320255,4,23-10-2008,04:25:57
39.991288,116.320445,4,23-10-2008,04:26:02
39.991308,116.320622,4,23-10-2008,04:26:07
39.991325,116.320803,4,23-10-2008,04:26:12
39.991352,116.321002,4,23-10-2008,04:26:17
39.991382,116.321179,4,23-10-2008,04:26:22
39.991388,116.321384,4,23-10-2008,04:26:27
39.991389,116.321583,4,23-10-2008,04:26:32
39.991368,116.321736,4,23-10-2008,04:26:37
39.99141,116.321874,4,23-10-2008,04:26:42
39.991412,116.322004,4,23-10-2008,04:26:47
39.991406,116.322176,4,23-10-2008,04:26:52
39.991403,116.322296,4,23-10-2008,04:26:57
39.991401,116.322436,4,23-10-2008,04:27:02
39.991477,116.322668,4,23-10-2008,04:27:07
39.991591,116.322784,4,23-10-2008,04:27:12
39.991716,116.322778,4,23-10-2008,04:27:17
39.991863,116.322774,4,23-10-2008,04:27:22
39.992007,116.322784,6,23-10-2008,04:27:27
39.992201,116.322812,6,23-10-2008,04:27:32
39.992365,116.3228,4,23-10-2008,04:27:37
39.992456,116.322797,6,23-10-2008,04:27:42
39.9926,116.32281,6,23-10-2008,04:27:47
39.992777,116.322891,4,23-10-2008,04:27:52
39.992883,116.322891,4,23-10-2008,04:27:57
39.993001,116.322713,4,23-10-2008,04:28:02
39.993077,116.322617,4,23-10-2008,04:28:07
39.993222,116.322651,4,23-10-2008,04:28:12
39.993429,116.32276,4,23-10-2008,04:28:17
39.993535,116.322744,4,23-10-2008,04:28:22
39.99364,116.322658,4,23-10-2008,04:28:27
39.993796,116.322579,4,23-10-2008,04:28:32
39.994055,116.322804,4,23-10-2008,04:28:37
39.994175,116.322829,4,23-10-2008,04:28:42
39.994276,116.322786,4,23-10-2008,04:28:47
39.994471,116.322763,4,23-10-2008,04:28:52
39.994648,116.322723,4,23-10-2008,04:28:57
39.99481,116.322641,4,23-10-2008,04:29:02
39.994946,116.322625,4,23-10-2008,04:29:07
39.995093,116.32262,4,23-10-2008,04:29:12
39.995235,116.322606,4,23-10-2008,04:29:17
39.995392,116.322607,4,23-10-2008,04:29:22
39.995567,116.322533,4,23-10-2008,04:29:27
39.995718,116.32252,4,23-10-2008,04:29:32
39.995852,116.322517,4,23-10-2008,04:29:37
39.995993,116.322556,4,23-10-2008,04:29:42
39.99611,116.322544,4,23-10-2008,04:29:47
39.996234,116.322552,4,23-10-2008,04:29:52
39.996392,116.322481,4,23-10-2008,04:29:57
39.996534,116.322464,4,23-10-2008,04:30:02
39.996632,116.322425,4,23-10-2008,04:30:07
39.996645,116.322412,4,23-10-2008,04:30:12
39.996725,116.322348,4,23-10-2008,04:30:17
39.996881,116.322337,4,23-10-2008,04:30:22
39.997081,116.322428,4,23-10-2008,04:30:27
39.997277,116.322428,4,23-10-2008,04:30:32
39.997592,116.322314,4,23-10-2008,04:30:37
39.99775,116.322301,4,23-10-2008,04:30:42
39.997865,116.322317,4,23-10-2008,04:30:47
39.997988,116.32231,4,23-10-2008,04:30:52
39.998151,116.322261,4,23-10-2008,04:30:57
39.998307,116.322268,4,23-10-2008,04:31:02
39.998452,116.322236,4,23-10-2008,04:31:07
39.998603,116.322225,4,23-10-2008,04:31:12
39.998753,116.322225,4,23-10-2008,04:31:17
39.998895,116.322254,4,23-10-2008,04:31:22
39.999078,116.322196,4,23-10-2008,04:31:27
39.999218,116.322176,4,23-10-2008,04:31:32
39.999364,116.322161,4,23-10-2008,04:31:37
39.999484,116.322148,4,23-10-2008,04:31:42
39.999607,116.322178,4,23-10-2008,04:31:47
39.999602,116.322324,6,23-10-2008,04:31:52
39.999603,116.322434,4,23-10-2008,04:31:57
39.999586,116.322587,4,23-10-2008,04:32:02
39.999573,116.32276,4,23-10-2008,04:32:07
39.999572,116.322932,4,23-10-2008,04:32:12
39.999565,116.323134,4,23-10-2008,04:32:17
39.999569,116.32328,4,23-10-2008,04:32:22
39.999575,116.323448,4,23-10-2008,04:32:27
39.999568,116.323605,4,23-10-2008,04:32:32
39.999558,116.323605,4,23-10-2008,04:32:37
39.999581,116.323732,4,23-10-2008,04:32:42
39.999653,116.324069,4,23-10-2008,04:32:47
39.999678,116.324258,4,23-10-2008,04:32:52
39.999646,116.324405,4,23-10-2008,04:32:57
39.999676,116.324452,4,23-10-2008,04:33:02
39.999678,116.324453,4,23-10-2008,04:33:07
39.999682,116.324455,4,23-10-2008,04:33:12
39.999682,116.324455,4,23-10-2008,04:33:15
39.999676,116.324456,4,23-10-2008,04:33:17
39.999641,116.32451,4,23-10-2008,04:33:22
39.999662,116.324481,4,23-10-2008,04:33:27
39.999651,116.324477,4,23-10-2008,04:33:32
39.999664,116.324493,4,23-10-2008,04:33:37
39.999684,116.324511,4,23-10-2008,04:33:42
39.999684,116.324511,4,23-10-2008,04:33:45
39.999678,116.324511,4,23-10-2008,04:33:47
39.999667,116.324512,4,23-10-2008,04:33:52
39.999655,116.324513,4,23-10-2008,04:33:57
39.999703,116.324496,4,23-10-2008,04:34:02
39.99956,116.324498,4,23-10-2008,04:34:07
39.999506,116.324545,4,23-10-2008,04:34:12
39.999516,116.324531,4,23-10-2008,04:34:17
39.999567,116.324478,4,23-10-2008,04:34:22
39.999573,116.3246,4,23-10-2008,04:34:27
39.999538,116.324639,4,23-10-2008,04:34:32
39.999598,116.324684,4,23-10-2008,04:34:37
39.999666,116.324722,4,23-10-2008,04:34:42
39.999729,116.324801,4,23-10-2008,04:34:47
39.999769,116.324886,4,23-10-2008,04:34:52
40.004775,116.320158,4,23-10-2008,09:42:25
40.004783,116.320388,4,23-10-2008,09:42:30
40.004799,116.320545,4,23-10-2008,09:42:35
40.004835,116.320683,4,23-10-2008,09:42:40
40.004851,116.320835,4,23-10-2008,09:42:45
40.004868,116.32101,4,23-10-2008,09:42:50
40.004849,116.321153,4,23-10-2008,09:42:55
40.004879,116.321277,4,23-10-2008,09:43:00
40.004962,116.321318,4,23-10-2008,09:43:05
40.005088,116.32128,4,23-10-2008,09:43:10
40.00525,116.32126,4,23-10-2008,09:43:15
40.005455,116.321389,4,23-10-2008,09:43:20
40.005621,116.321455,4,23-10-2008,09:43:25
40.005738,116.321491,4,23-10-2008,09:43:30
40.005883,116.321518,4,23-10-2008,09:43:35
40.006051,116.321521,4,23-10-2008,09:43:40
40.006178,116.321463,4,23-10-2008,09:43:45
40.00633,116.321461,4,23-10-2008,09:43:50
40.006482,116.321474,4,23-10-2008,09:43:55
40.006631,116.321459,4,23-10-2008,09:44:00
40.006813,116.321447,4,23-10-2008,09:44:05
40.006974,116.321454,4,23-10-2008,09:44:10
40.007122,116.321396,4,23-10-2008,09:44:15
40.007235,116.321356,4,23-10-2008,09:44:20
40.00741,116.321395,4,23-10-2008,09:44:25
40.007571,116.321412,4,23-10-2008,09:44:30
40.007715,116.321414,4,23-10-2008,09:44:35
40.007862,116.321426,4,23-10-2008,09:44:40
